기준연도,격자코드,통계항목,통계값
2023,22030590,to_em_020,10753
2023,22030600,to_em_020,1638
2023,22030610,to_em_020,1391
2023,22030620,to_em_020,4951
2023,22030630,to_em_020,5549
2023,22030640,to_em_020,4217
2023,22030650,to_em_020,2225
2023,22030660,to_em_020,23991
2023,22030680,to_em_020,2800
2023,22040510,to_em_020,3739
2023,22040530,to_em_020,4719
2023,22040540,to_em_020,2505
2023,22040550,to_em_020,4440
2023,22040560,to_em_020,1882
2023,22040570,to_em_020,4466
2023,22040580,to_em_020,9857
2023,22040590,to_em_020,5652
2023,22040600,to_em_020,3613
2023,22040610,to_em_020,3393
2023,22040640,to_em_020,5487
2023,22040650,to_em_020,6445
2023,22040660,to_em_020,3374
2023,22050510,to_em_020,3017
2023,22050520,to_em_020,8762
2023,22050550,to_em_020,5613
2023,22050560,to_em_020,4806
2023,22050570,to_em_020,8169
2023,22050610,to_em_020,1957
2023,22050620,to_em_020,16191
2023,22050630,to_em_020,9097
2023,22050640,to_em_020,3606
2023,22050650,to_em_020,2315
2023,22050660,to_em_020,5894
2023,22050700,to_em_020,8726
2023,22050710,to_em_020,8526
2023,22050740,to_em_020,5820
2023,22050750,to_em_020,9061
2023,22050760,to_em_020,5564
2023,22050770,to_em_020,3766
2023,22050780,to_em_020,5898
2023,22050790,to_em_020,7039
2023,22050810,to_em_020,22885
2023,22050820,to_em_020,8268
2023,22050830,to_em_020,10062
2023,22050840,to_em_020,5009
2023,22060510,to_em_020,9227
2023,22060520,to_em_020,12674
2023,22060530,to_em_020,8514
2023,22060540,to_em_020,5554
2023,22060550,to_em_020,8568
2023,22060560,to_em_020,4409
2023,22060570,to_em_020,4524
2023,22060580,to_em_020,3271
2023,22060590,to_em_020,6882
2023,22060600,to_em_020,3822
2023,22060610,to_em_020,2500
2023,22060620,to_em_020,7123
2023,22060630,to_em_020,4968
2023,22060640,to_em_020,5380
2023,22060650,to_em_020,2462
2023,22060660,to_em_020,8288
2023,22060670,to_em_020,8408
2023,22060680,to_em_020,4266
2023,22060690,to_em_020,2539
2023,22060700,to_em_020,2700
2023,22060710,to_em_020,6736
2023,22060720,to_em_020,12561
2023,22060730,to_em_020,5742
2023,22070550,to_em_020,5109
2023,22070560,to_em_020,5383
2023,22070570,to_em_020,7895
2023,22070580,to_em_020,6924
2023,22070590,to_em_020,11547
2023,22070600,to_em_020,7686
2023,22070610,to_em_020,35117
2023,22070630,to_em_020,31860
2023,22070650,to_em_020,7773
2023,22070660,to_em_020,4869
2023,22070670,to_em_020,2000
2023,22070680,to_em_020,5098
2023,22070690,to_em_020,5326
2023,22070700,to_em_020,5606
2023,22070710,to_em_020,4565
2023,22070720,to_em_020,7444
2023,22070730,to_em_020,4240
2023,22070740,to_em_020,13837
2023,22070750,to_em_020,6726
2023,22070760,to_em_020,7695
2023,22070770,to_em_020,8778
2023,22070780,to_em_020,13861
2023,22070790,to_em_020,4881
2023,22510110,to_em_020,13148
2023,22510120,to_em_020,24397
2023,22510130,to_em_020,24142
2023,22510140,to_em_020,11650
2023,22510150,to_em_020,6899
2023,22510160,to_em_020,9842
2023,22510310,to_em_020,4861
2023,22510320,to_em_020,4732
2023,22510360,to_em_020,14826
2023,22520111,to_em_020,6949
2023,22520311,to_em_020,686
2023,22520312,to_em_020,1623
2023,22520313,to_em_020,662
2023,22520314,to_em_020,286
2023,22520315,to_em_020,631
2023,22520316,to_em_020,330
2023,22520317,to_em_020,192
2023,23010520,to_em_020,12289
2023,23010530,to_em_020,10357
2023,23010540,to_em_020,14790
2023,23010560,to_em_020,952
2023,23010570,to_em_020,856
2023,23010580,to_em_020,3822
2023,23010630,to_em_020,2774
2023,23010640,to_em_020,54243
2023,23010650,to_em_020,5040
2023,23010670,to_em_020,4042
2023,23010681,to_em_020,3551
2023,23010691,to_em_020,4059
2023,23020510,to_em_020,3267
2023,23020520,to_em_020,1215
2023,23020530,to_em_020,3832
2023,23020550,to_em_020,1690
2023,23020570,to_em_020,7186
2023,23020580,to_em_020,794
2023,23020590,to_em_020,1661
2023,23020600,to_em_020,1711
2023,23020610,to_em_020,7589
2023,23020630,to_em_020,4314
2023,23020640,to_em_020,1583
2023,23040510,to_em_020,6831
2023,23040520,to_em_020,3789
2023,23040530,to_em_020,4128
2023,23040540,to_em_020,10438
2023,23040550,to_em_020,2718
2023,23040560,to_em_020,7416
2023,23040570,to_em_020,4682
2023,23040580,to_em_020,4624
2023,23040590,to_em_020,4628
2023,23040600,to_em_020,3571
2023,23040640,to_em_020,37096
2023,23040650,to_em_020,36076
2023,23040660,to_em_020,13970
2023,23040680,to_em_020,11017
2023,23040690,to_em_020,3943
2023,23050510,to_em_020,16141
2023,23050521,to_em_020,4678
2023,23050530,to_em_020,37329
2023,23050540,to_em_020,5322
2023,23050550,to_em_020,6065
2023,23050561,to_em_020,4747
2023,23050570,to_em_020,8278
2023,23050580,to_em_020,7474
2023,23050590,to_em_020,7327
2023,23050600,to_em_020,3450
2023,23050610,to_em_020,2011
2023,23050620,to_em_020,1701
2023,23050630,to_em_020,4056
2023,23050640,to_em_020,8863
2023,23050670,to_em_020,19596
2023,23050720,to_em_020,7435
2023,23050730,to_em_020,22643
2023,23050740,to_em_020,66665
2023,23050750,to_em_020,5349
2023,23050760,to_em_020,7149
2023,23060510,to_em_020,15012
2023,23060520,to_em_020,2015
2023,23060530,to_em_020,3537
2023,23060540,to_em_020,20261
2023,23060550,to_em_020,12255
2023,23060560,to_em_020,5336
2023,23060570,to_em_020,2216
2023,23060580,to_em_020,4413
2023,23060590,to_em_020,2573
2023,23060600,to_em_020,2354
2023,23060610,to_em_020,6127
2023,23060620,to_em_020,33854
2023,23060630,to_em_020,9002
2023,23060640,to_em_020,2813
2023,23060650,to_em_020,5536
2023,23060660,to_em_020,3771
2023,23060670,to_em_020,3402
2023,23060680,to_em_020,4417
2023,23060690,to_em_020,6281
2023,23060700,to_em_020,6628
2023,23060710,to_em_020,5855
2023,23060720,to_em_020,10976
2023,23070510,to_em_020,4903
2023,23070520,to_em_020,7523
2023,23070530,to_em_020,8566
2023,23070540,to_em_020,5361
2023,23070550,to_em_020,8130
2023,23070560,to_em_020,4671
2023,23070570,to_em_020,7843
